EMS_NO,FAC_NAME,COUNTY_NAME,DOCUMENT_NO,TRANSGRESS_DATE,TRANSGRESS_LAW,PENALTY_MONEY,PENALTY_DATE,ISPETITION,PETITION_RESULTS,APPEAL_OR_RESCIND,TRANSGRESS_TYPE,FAC_ADDRESS,TRANSGRESS_NAME,OPENINFOR,LAWSUIT_DATE_1,ILLEGAL_MONEY,TRACK_ILLEGAL_MONEY,COUNTY_CODE,PETITION_AGENCY,FAC_UNIFORMNO,TRANSGRESS_ADDRESS,SUBJECT,GIST_DEFINE,IMPROVE_DEADLINE,INSPECTION_CONDITION,TRANSGRESS_CONTROL_ID,IS_IMPROVE,INSPECTION_DATETIME_S,PENALTYKIND,ISIMPORTANT,PAYMENTSTATE,ISREMINDER,ISADMINCOURT,IsReduceMoney
P58A4461,開陽能源股份有限公司-太陽光電工程-水泥基樁施作,雲林縣,23-109-050006,2020-04-01,空氣污染防制法第16條第2項,100000,2020-05-20,0,,,營建工程,"雲林縣麥寮鄉新吉段一○五九地號,新吉段一○九二地號,新吉段一○九三地號,新吉段一○九四地號,新吉段一○九五地號,新吉段一○九七地號,新吉段一○九八地號,新吉段一○九九地號,新吉段一一○○地號,新吉段一一○一地號,新吉段一一○二地號,新吉段一一○三地號,新吉段一一○四地號,新吉段一一○九地號,新吉段一一一一地號,新吉段一一一一之一地號,新吉段一一一八地號,新吉段一一一九地號,新吉段一一二○地號,新吉段一一二一地",開陽能源股份有限公司,營建工程空氣污染防制費逾期30日仍未繳納(工程名稱：太陽光電工程-水泥基樁施作，管編：P109PDZ110-1）,,,,16,,54011102,雲林縣麥寮鄉(太陽光電工程-水泥基樁施作)工區,罰鍰新臺幣100000元整。限改日期：109年06月05日。,違反空氣污染防制法第16條第2項之規定，並依空氣污染防制法第74條第1項裁處。,2020-06-05,,P58A4461,已改善完成,,罰鍰(非連續處罰),否,無分期已繳清,否,否,
N09097001007,台灣百和工業股份有限公司,彰化縣,30-109-070033,2020-04-01,水污染防治法第28條第1項,87750,2020-07-22,0,,,水污染,彰化縣和美鎮好修里和港路五七五號,台灣百和工業股份有限公司二廠,貴公司污泥脫水機下方管線破裂滲漏廢水及污泥收集袋滲出廢水於廠內漫地流後經由逕流廢水放流口排出廠外且未採取緊急應變措施及未於事故發生後3小時內通報主管機關。,,,,14,,09468343,彰化縣和美鎮四張里德美路616巷49號,罰鍰新臺幣87750元整，函復已修復污泥脫水機之清水管線及污泥貯存區設置防溢堤之改善完成照片，本府不另定改善期限。處環境講習2小時整。,違反水污染防治法第28條第1項規定，並依同法第51條第2項及行政院環境保護署108年1月16日環署水字第1080003324號令修正發布之「違反水污染防治法罰鍰額度裁罰準則」第2條、第3條及其附表3、附表8規定裁處。依環境教育法第23條第2款之規定裁處環境講習,,,N0907348,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,
F07B0686,鉅升環保有限公司,新北市,20-109-060008,2020-04-01,空氣污染防制法第23條第2項,100000,2020-06-04,0,,,固定空污,新北市樹林區和平街四三號二樓,,經量測貴公司堆置砂石面積306平方公尺，係屬固定污染源逸散性粒狀污染物空氣污染防制設施管理辦法所列之堆置場，依「違反固定污染源逸散性粒狀污染物空氣污染防制設施管理辦法之缺失記點及處理原則」，查獲下列缺失事項影響防制效果，合計共18點：一、逸散性粒狀污染物堆置區：防塵網設置未達80%，記缺失4點。二、車輛通行路徑及區域：鋪設混凝土，惟有路面色差，記缺失4點。三、車輛清洗：運輸車輛離開公私場所前，未依管理辦法第6條第3款規定以加壓沖洗設備清洗車體及輪胎者，記缺失10點。,,,,08,,45886102,新北市五股區新五路2段90之40號,罰鍰新臺幣100000元整。處環境講習2小時整。,違反空氣污染防制法第23條第2項暨固定污染源逸散性粒狀污染物空氣污染防制設施管理辦法第4條第1項、第6條第1項第2款、第3款規定裁處。依環境教育法第23條第2款之規定裁處環境講習,,,,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,
A36B8919,虹崴企業社,臺北市,44-109-040036,2020-04-01,廢棄物清理法第42條，公民營廢棄物清除處理機構許可管理辦法第20條第1項,6000,2020-04-20,0,,,廢棄物清除處理機構,臺北市中正區信義路二段二一三號九樓,虹崴企業社,"公民營廢棄物清除處理機構未依本法及其他相關規定及審查通過之申請文件內容或許可事項辦理(委託清除廢棄物,未依規定訂定委託清運契約書(清除紀錄表))(污染程度A=1,污染特性B=1,危害程度C=1)",,,,01,,25580624,臺北市中正區信義路2段213號9樓,罰鍰新臺幣6000元整。處環境講習1小時整。,違反廢棄物清理法第42條及公民營廢棄物清除處理機構許可管理辦法第20條第1項之規定，並依廢棄物清理法第55條第1款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A36B8919,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
G37A3816,彥韋營造工程股份有限公司-廣興抽水站興建工程,宜蘭縣,40-109-040003,2020-04-01,廢棄物清理法第31條第1項第2款,6000,2020-04-22,0,,,事業廢棄物,"宜蘭縣冬山鄉廣安段七三地號,宜蘭縣羅東鎮北成一段二六二地號,宜蘭縣羅東鎮北成一段二七六地號",彥韋營造工程股份有限公司-廣興抽水站興建工程,未依中央主管機關規定之格式、項目、內容、頻率，以網路傳輸方式於事業廢棄物申報及管理資訊系統，申報廢棄物之產出、貯存、清除、處理等情形，核已違反廢棄物清理法第31條第1項第2款規定,,,,09,,23841820,宜蘭縣羅東鎮賢文里14鄰純精路二段203號2樓,罰鍰新臺幣6000元整。限改日期：109年05月21日。處環境講習1小時整。,違反廢棄物清理法第31條第1項第2款之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-05-21,,G37A3816,待改善,,限期改善，罰鍰(非連續處罰),,無分期已繳清,否,否,
G30A7556,"長泰土木包工業-唐宸建築企業社 劉佳純等5人住宅新建工程(A1~A3、B1~B4、C1~C2、D1)",宜蘭縣,40-109-050003,2020-04-01,廢棄物清理法第31條第1項第2款,6000,2020-05-07,0,,,事業廢棄物,"宜蘭縣宜蘭市新生段一○之一七地號,新生段一○之一八地號,新生段一○之一九地號,新生段一○之二○地號,新生段一○之二一地號,新生段一○之二二地號,新生段一○之二三地號,新生段一○之二四地號,新生段一○之二五地號,新生段一○之二六地號,新生段一○之二七地號,新生段一○之二八地號,新生段一○之二九地號,新生段一○之三○地號,新生段一○之三一地號",林瑞俊(即長泰土木包工業),未於事業廢棄物申報及管理資訊系統，以網路傳輸方式申報廢棄物之產出、貯存、清除、處理等情形，核已違反「廢棄物清理法」第31條第1項第2款規定。,,,,09,,30347676,宜蘭縣宜蘭市東港路二段361巷8號,罰鍰新臺幣6000元整。處環境講習1小時整。,違反廢棄物清理法第31條第1項第2款之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,G30A7556,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
S2015916,長春人造樹脂廠股份有限公司大發二廠,高雄市,20-109-050026,2020-04-01,空氣污染防制法第33條第1項,100000,2020-05-13,0,,,固定空污,高雄市大寮區過溪里華西路六號,長春人造樹脂廠股份有限公司大發二廠,貴廠因酚類化學製造程序（編號：M02）突發事故，大量排放空氣污染物，負責人應立即採取緊急應變措施，並至遲於一小時內通報直轄市、縣（巿）主管機關。惟査上開排放大量粒狀染物，造成污染情事，貴廠未於至遲於一小時內通報。,,,,33,,11384708,高雄市大寮區華西路6號,罰鍰新臺幣100000元整。處環境講習2小時整。,違反空氣污染防制法第33條第1項之規定，並依空氣污染防制法第59條第1款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,S2015916,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,
D14099004565,大都會工程有限公司,臺南市,40-109-050019,2020-04-01,廢棄物清理法第31條第1項第2款,6000,2020-05-07,0,,,事業廢棄物,臺南市永康區網寮里永二街一四五巷九之一號一樓,大都會工程有限公司,貴公司係行政院環境保護署指定公告一定規模之事業，經本局會同行政院環境保護署環境督察總隊南區環境督察大隊於109年4月1日派員稽查，勾稽貴公司108年3月至109年2月之申報資料，查衍生廢棄物及營建混合物(R-0503)場內暫貯量分別為72.77公噸及2026.96公噸，惟比對貴公司現場堆置貯存量約88248公噸；另除前述未經再利用營建混合物貯存量2026.96公噸，其餘收受之營建混合物皆已於108年3月申報再利用完成，惟稽查現場檢視發現場內營建混合物多未經篩選分類程序，明顯未依規定正確申報。,,,,32,,53143479,"臺南市新化區新化段太子廟小段○一一七之○○○二地號,新化段太子廟小段○一一八之○○○○地號,新化段太子廟小段○一一九之○○○○地號,新化段太子廟小段○一二○之○○○○地號,新化段太子廟小段○一二一之○○○○地號",罰鍰新臺幣6000元整，本案完成改善時，檢附相關證明文件至本局。限改日期：109年06月15日。處環境講習1小時整。,依違反廢棄物清理法第31條第1項第2款規定，爰依同法第52條暨違反廢棄物清理法罰鍰額度裁罰準則第2條第2款附表2項次9之規定裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-06-15,,D8900505,已改善完成,,罰鍰(非連續處罰)，限期改善,,無分期已繳清,否,否,
A38097006344,三星營造股份有限公司,新竹市,22-109-050021,2020-04-01,噪音管制法第9條第1項第4款,18000,2020-05-21,0,,,噪音污染,臺北市大同區承德路三段二三二號六樓,三星營造股份有限公司-新竹市馬偕兒童醫院醫療大樓新建統包工程,民眾陳情貴公司於本市建功二路40號旁從事「新竹市馬偕兒童醫院醫療大樓新建統包工程」施工產生噪音，經本府109年3月24日府授環空字第1090049889號函，限期於109年3月24日前完成噪音改善。本市環境保護局稽查人員於109年4月1日再次接獲民眾陳情，並派員至現場稽查，貴公司正進行混凝土破碎作業(使用破碎機進行破碎作業)產生噪音，並於15時37分現場量測噪音之均能音量74.8dB(A)，仍未符合本市第3類噪音管制區-營建工程日間管制均能音量72dB(A)之規定。,,,,04,,94841076,新竹市建功二路20巷1號,罰鍰新臺幣18000元整。限改日期：109年03月24日。處環境講習2小時整。,違反噪音管制法第9條第1項第4款之規定，並依噪音管制法第24條第1項第3款裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-03-24,,O17M8965,已改善完成,,罰鍰(非連續處罰),,無分期已繳清,否,否,
O17097050273,銘曦實業股份有限公司,臺中市,20-109-060009,2020-04-01,空氣污染防制法第24條第4項，空氣污染防制法第24條第2項,100000,2020-06-05,0,,,固定空污,新竹市東區振興里西大路二一五號,銘曦實業股份有限公司,行政院環境保護署環境督察總隊中區環境督察大隊於109年4月1日至貴公司執行督察作業，查貴公司從事金屬製品銅線製造作業，製程設有多管式旋風集塵器空氣污染防制設備，依所領有固定污染源操作許可文件需每日記錄A101、A102集塵器壓降、廢氣入口溫度及出口溫度等項目，惟查108年1月至109年3月底空氣污染防制設備操作紀錄，除僅記錄1台壓差計數值外（未記錄另1台壓差數值），且查有記錄廢氣出口溫度大於入口溫度，及壓差與廢氣出口溫度數值未符合許可文件之操作條件範圍，已違反空氣污染防制法第24條第2項、第4項暨固定污染源設置操作及燃料使用許可證管理辦法第23條規定。,,,,31,,16862361,臺中市龍井區龍井區臨港路一段788號,罰鍰新臺幣100000元整，並限期於109年7月10日前完成改善，請於改善期限屆滿前，提送改善或證明文件至本局。限改日期：109年07月10日。處環境講習2小時整。,違反空氣污染防制法第24條第2項、第4項暨固定污染源設置操作及燃料使用許可證管理辦法第23條並依同法第62條第1項第5款暨公私場所違反空氣污染防制法應處罰鍰額度裁罰準則裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-07-10,,B0200815,待改善,,限期改善，罰鍰(非連續處罰),否,無分期已繳清,否,否,
Q6604048,長庚醫療財團法人嘉義長庚紀念醫院,嘉義縣,10-109-060001,2020-04-01,環境影響評估法第17條,300000,2020-06-16,0,,,環境影響評估,嘉義縣朴子市仁和里嘉朴路西段六、八號,庚醫療財團法人嘉義長庚紀念醫院,依據嘉義醫療專用區環境影響說明書定稿本及審查結論之監測計畫記載，營運期間空氣品質及噪音振動之監測頻率為每3個月一次，惟查貴院所送嘉義醫療專用區109年第一季施工及營運期間監測報告，未執行空氣品質及噪音振動相關監測，且貴院未依環境影響評估法相關規定辦理變更申請事宜,,,,17,,,嘉義縣朴子市仁和里嘉朴路西段六、八號,罰鍰新臺幣300000元整。限改日期：109年04月01日。處環境講習8小時整。,違反環境影響評估法第17條之規定，並依環境影響評估法第23條第1項第1款裁處。依環境教育法第23條第2款之規定裁處環境講習,2020-04-01,,Q6604048,待改善,,罰鍰(非連續處罰)，限期改善，罰鍰(非連續處罰),,無分期已繳清,否,否,
T55A0634,永成黃豆製品廠,屏東縣,40-109-050004,2020-04-01,廢棄物清理法第31條第1項第2款,6000,2020-05-11,0,,,事業廢棄物,屏東縣竹田鄉泗洲村新莊洋路四之三號,永成黃豆製品廠,派員督察時，發現該廠有以下違規情事:二、查本署事業廢棄物申報及管理資訊系統，該廠每月申報使用黃豆3公噸，產出之植物性廢渣(R-0120)，於108年3月申報貯存0公噸，4月申報產出6公噸、聯單清除6公噸、貯存6公噸，惟正確應為貯存0公噸，又同年7月、11月、12月均有申報數量明顯不正確情事，其以網路傳輸方式申報其廢棄物貯存數量不正確，違反廢棄物清理法第31條第1項第2款規定。,,,,20,,26415237,屏東縣竹田鄉泗洲村新莊洋路四之三號,罰鍰新臺幣6000元整。處環境講習1小時整。,違反廢棄物清理法第31條第1項第2款之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,T55A0634,不須改善,,罰鍰(非連續處罰),,無分期已繳清,否,否,
